Release,Calendar Gross,Max Theaters,Total Gross,Release Date,Distributor,URL,Budget,Genres,MPAA,IMDB_ID
Hot Tub Time Machine,"$50,287,556","2,771","$50,287,556",Mar 26,"Metro-Goldwyn-Mayer (MGM)

",https://www.boxofficemojo.com/release/rl2136507905/,36000000,Comedy Sci-Fi,R,tt1231587
Up in the Air,"$50,168,168","2,218","$83,823,381",Dec 4,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl3346433537/,25000000,Comedy Drama Romance,R,tt1193138
The Tourist,"$49,966,965","2,756","$67,631,157",Dec 10,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl1819772417/,100000000,Action Crime Romance Thriller,PG-13,tt1243957
Kick-Ass,"$48,071,303","3,065","$48,071,303",Apr 16,"Lionsgate

",https://www.boxofficemojo.com/release/rl291276289/,30000000,Action Comedy Crime,R,tt1250777
Killers,"$47,059,963","2,859","$47,059,963",Jun 4,"Lionsgate

",https://www.boxofficemojo.com/release/rl3294004737/,75000000,Action Comedy Romance Thriller,PG-13,tt1103153
Saw: The Final Chapter,"$45,710,178","2,808","$45,710,178",Oct 29,"Lionsgate

",https://www.boxofficemojo.com/release/rl2406450689/,20000000,Horror Mystery,R,tt1477076
Cop Out,"$44,875,481","3,150","$44,875,481",Feb 26,"Warner Bros.

",https://www.boxofficemojo.com/release/rl206407169/,30000000,Action Comedy Crime Thriller,R,tt1385867
The Lovely Bones,"$43,795,809","2,638","$44,114,232",Dec 11,"DreamWorks

",https://www.boxofficemojo.com/release/rl3328280065/,65000000,Drama Fantasy Thriller,PG-13,tt0380510
Cats & Dogs: The Revenge of Kitty Galore,"$43,585,753","3,705","$43,585,753",Jul 30,"Warner Bros.

",https://www.boxofficemojo.com/release/rl2387117569/,85000000,Action Comedy Family Fantasy,PG,tt1287468
Edge of Darkness,"$43,313,890","3,066","$43,313,890",Jan 29,"Warner Bros.

",https://www.boxofficemojo.com/release/rl173114881/,80000000,Action Crime Drama Mystery Thriller,R,tt1226273
Death at a Funeral,"$42,739,347","2,459","$42,739,347",Apr 16,"Screen Gems

",https://www.boxofficemojo.com/release/rl4165764609/,21000000,Comedy,R,tt1321509
Step Up 3D,"$42,400,223","2,439","$42,400,223",Aug 6,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3665004033/,30000000,Drama Music Romance,PG-13,tt1193631
The Last Exorcism,"$41,034,350","2,874","$41,034,350",Aug 27,"Lionsgate

",https://www.boxofficemojo.com/release/rl1180665345/,1800000,Horror Mystery Thriller,PG-13,tt1320244
Black Swan,"$40,866,343","2,407","$106,954,678",Dec 3,"Fox Searchlight Pictures

",https://www.boxofficemojo.com/release/rl2286388737/,13000000,Drama Thriller,R,tt0947798
Legion,"$40,168,080","2,476","$40,168,080",Jan 22,"Screen Gems

",https://www.boxofficemojo.com/release/rl559842817/,26000000,Action Fantasy Horror,R,tt1038686
The Crazies,"$39,123,589","2,479","$39,123,589",Feb 26,"Overture Films

",https://www.boxofficemojo.com/release/rl1833797121/,20000000,Horror Thriller,R,tt0455407
The Fighter,"$39,041,794","2,534","$93,617,009",Dec 10,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl1213433345/,25000000,Biography Drama Sport,R,tt0964517
Crazy Heart,"$38,983,106","1,361","$39,464,306",Dec 16,"Fox Searchlight Pictures

",https://www.boxofficemojo.com/release/rl1699579393/,7000000,Drama Music Romance,R,tt1263670
For Colored Girls,"$37,669,584","2,127","$37,729,698",Nov 5,"Lionsgate

",https://www.boxofficemojo.com/release/rl1481803265/,21000000,Drama,R,tt1405500
The Back-up Plan,"$37,490,007","3,280","$37,490,007",Apr 23,"CBS Films

",https://www.boxofficemojo.com/release/rl1833272833/,35000000,Comedy Romance,PG-13,tt1212436
Burlesque,"$37,403,047","3,037","$39,440,655",Nov 24,"Screen Gems

",https://www.boxofficemojo.com/release/rl4266231297/,55000000,Drama Music Musical Romance,PG-13,tt1126591
Vampires Suck,"$36,661,504","3,233","$36,661,504",Aug 18,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl343508481/,20000000,Comedy Horror,PG-13,tt1666186
The American,"$35,606,376","2,833","$35,606,376",Sep 1,"Focus Features

",https://www.boxofficemojo.com/release/rl2873329153/,20000000,Crime Drama Thriller,R,tt1440728
Green Zone,"$35,053,660","3,004","$35,053,660",Mar 12,"Universal Pictures

",https://www.boxofficemojo.com/release/rl1129809409/,100000000,Action Drama Thriller War,R,tt0947810
Marmaduke,"$33,644,788","3,213","$33,644,788",Jun 4,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl1214481921/,50000000,Comedy Family,PG,tt1392197
Hereafter,"$32,684,455","2,424","$32,746,941",Oct 15,"Warner Bros.

",https://www.boxofficemojo.com/release/rl5867009/,50000000,Drama Fantasy Romance,PG-13,tt1212419
She's Out of My League,"$32,010,860","2,958","$32,010,860",Mar 12,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl1867941377/,20000000,Comedy Romance,R,tt0815236
Scott Pilgrim vs. the World,"$31,524,275","2,820","$31,524,275",Aug 13,"Universal Pictures

",https://www.boxofficemojo.com/release/rl2674427393/,60000000,Action Comedy Fantasy Romance,PG-13,tt0446029
Charlie St. Cloud,"$31,162,545","2,725","$31,162,545",Jul 30,"Universal Pictures

",https://www.boxofficemojo.com/release/rl424379905/,44000000,Drama Fantasy Romance,PG-13,tt1438254
Love & Other Drugs,"$31,099,481","2,458","$32,367,005",Nov 24,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl878740993/,30000000,Comedy Drama Romance,R,tt0758752
Morning Glory,"$30,727,814","2,544","$31,011,732",Nov 10,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl1449494017/,40000000,Comedy Drama Romance,PG-13,tt1126618
Daybreakers,"$30,101,577","2,523","$30,101,577",Jan 8,"Lionsgate

",https://www.boxofficemojo.com/release/rl1481410049/,20000000,Action Adventure Fantasy Horror Sci-Fi Thriller,R,tt0433362
Nanny McPhee Returns,"$29,011,215","2,798","$29,011,215",Aug 20,"Universal Pictures

",https://www.boxofficemojo.com/release/rl3563292161/,35000000,Comedy Family Fantasy,PG,tt1415283
The Princess and the Frog,"$28,365,871","3,475","$104,400,899",Nov 25,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3916137985/,105000000,Adventure Animation Comedy Family Fantasy Musical Romance,,tt0780521
The Switch,"$27,779,426","2,017","$27,779,426",Aug 20,"Miramax

",https://www.boxofficemojo.com/release/rl3829761537/,19000000,Comedy Drama Romance,PG-13,tt0889573
Brooklyn's Finest,"$27,163,593","1,939","$27,163,593",Mar 5,"Overture Films

",https://www.boxofficemojo.com/release/rl1598653953/,17000000,Action Crime Drama Thriller,R,tt1210042
Machete,"$26,593,646","2,678","$26,593,646",Sep 3,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl1549829633/,10500000,Action Crime Thriller,R,tt0985694
Ramona and Beezus,"$26,167,002","2,719","$26,167,002",Jul 23,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl3530196481/,15000000,Comedy Drama Family Fantasy,,tt0493949
Leap Year,"$25,918,920","2,512","$25,918,920",Jan 8,"Universal Pictures

",https://www.boxofficemojo.com/release/rl3613361665/,19000000,Comedy Romance,PG,tt1216492
You Again,"$25,702,053","2,548","$25,702,053",Sep 24,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl2642052609/,20000000,Comedy Romance,PG,tt1414382
Piranha 3D,"$25,003,155","2,491","$25,003,155",Aug 20,-,https://www.boxofficemojo.com/release/rl4251485697/,24000000,Comedy Horror,R,tt0464154
Lottery Ticket,"$24,719,879","1,974","$24,719,879",Aug 20,"Warner Bros.

",https://www.boxofficemojo.com/release/rl4100032001/,17000000,Comedy,PG-13,tt0979434
The Spy Next Door,"$24,307,086","2,924","$24,307,086",Jan 15,"Lionsgate

",https://www.boxofficemojo.com/release/rl1970505217/,28000000,Action Comedy Family,PG,tt1273678
From Paris with Love,"$24,077,427","2,722","$24,077,427",Feb 5,"Lionsgate

",https://www.boxofficemojo.com/release/rl425035265/,52000000,Action Crime Thriller,R,tt1179034
The Losers,"$23,591,432","2,936","$23,591,432",Apr 23,"Warner Bros.

",https://www.boxofficemojo.com/release/rl2573305345/,25000000,Action Adventure Crime Mystery Thriller,PG-13,tt0480255
Faster,"$22,799,866","2,470","$23,240,020",Nov 24,"CBS Films

",https://www.boxofficemojo.com/release/rl844334593/,24000000,Action Crime Drama Thriller,R,tt1433108
How Do You Know,"$21,808,891","2,483","$30,212,620",Dec 17,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl341673473/,120000000,Comedy Drama Romance,PG-13,tt1341188
Skyline,"$21,394,120","2,883","$21,393,620",Nov 12,"Universal Pictures

",https://www.boxofficemojo.com/release/rl3782313473/,10000000,Action Sci-Fi Thriller,PG-13,tt1564585
Gulliver's Travels,"$21,121,717","3,089","$42,779,261",Dec 25,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl4200039937/,112000000,Adventure Comedy Family Fantasy,PG,tt1320261
The Next Three Days,"$21,102,239","2,564","$21,148,651",Nov 19,"Lionsgate

",https://www.boxofficemojo.com/release/rl677873153/,30000000,Action Crime Drama Romance Thriller,PG-13,tt1458175
The Kids Are All Right,"$20,811,365",994,"$20,811,365",Jul 9,"Focus Features

",https://www.boxofficemojo.com/release/rl39618049/,4000000,Comedy Drama Romance,R,tt0842926
Oceans,"$19,422,319","1,232","$19,422,319",Apr 22,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl661030401/,80000000,Documentary Drama,,tt0765128
Remember Me,"$19,068,240","2,215","$19,068,240",Mar 12,"Summit Entertainment

",https://www.boxofficemojo.com/release/rl2859304449/,16000000,Drama Romance,PG-13,tt1403981
Going the Distance,"$17,804,299","3,030","$17,804,299",Sep 3,"Warner Bros.

",https://www.boxofficemojo.com/release/rl2907997697/,32000000,Comedy Romance,R,tt1322312
The King's Speech,"$17,674,034","2,584","$135,453,143",Nov 26,"The Weinstein Company

",https://www.boxofficemojo.com/release/rl3042739713/,15000000,Biography Drama History,R,tt1504320
Furry Vengeance,"$17,630,465","3,002","$17,630,465",Apr 30,"Summit Entertainment

",https://www.boxofficemojo.com/release/rl1783989761/,35000000,Comedy Family,PG,tt0492389
Splice2010 Re-release,"$17,010,170","2,450","$17,010,170",Jun 4,"Warner Bros.

",https://www.boxofficemojo.com/release/rl510887425/,30000000,Drama Horror Sci-Fi,R,tt1017460
The Ghost Writer,"$15,541,549",819,"$15,541,549",Feb 19,"Summit Entertainment

",https://www.boxofficemojo.com/release/rl3277161985/,45000000,Drama Mystery Thriller,PG-13,tt1139328
Youth in Revolt,"$15,281,286","1,873","$15,281,286",Jan 8,-,https://www.boxofficemojo.com/release/rl3984229889/,18000000,Comedy Drama Romance,R,tt0403702
My Soul to Take,"$14,744,435","2,572","$14,744,435",Oct 8,"Universal Pictures

",https://www.boxofficemojo.com/release/rl1566868993/,25000000,Horror Mystery Thriller,R,tt0872230
Repo Men,"$13,794,835","2,521","$13,794,835",Mar 19,"Universal Pictures

",https://www.boxofficemojo.com/release/rl2674755073/,32000000,Action Sci-Fi Thriller,R,tt1053424
Case 39,"$13,261,851","2,212","$13,261,851",Oct 1,"Paramount Vantage

",https://www.boxofficemojo.com/release/rl3041428993/,26000000,Horror Mystery Thriller,R,tt0795351
Let Me In,"$12,134,935","2,042","$12,134,935",Oct 1,"Overture Films

",https://www.boxofficemojo.com/release/rl1482589697/,20000000,Drama Fantasy Horror Mystery Thriller,R,tt1228987
The Twilight Saga: New Moon,"$12,111,242","4,124","$296,623,634",Nov 20,"Summit Entertainment

",https://www.boxofficemojo.com/release/rl3479471617/,50000000,Adventure Drama Fantasy Romance,PG-13,tt1259571
Extraordinary Measures,"$12,068,313","2,549","$12,068,313",Jan 22,"CBS Films

",https://www.boxofficemojo.com/release/rl2806875649/,31000000,Drama,PG,tt1244659
Invictus,"$10,814,231","2,170","$37,491,364",Dec 11,"Warner Bros.

",https://www.boxofficemojo.com/release/rl827426305/,60000000,Biography Drama History Sport,PG-13,tt1057500
Avatar2010 Special Edition,"$10,741,486",812,"$10,741,486",Aug 27,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl893748737/,237000000,Action Adventure Fantasy Sci-Fi,PG-13,tt0499549
Jonah Hex,"$10,547,117","2,825","$10,547,117",Jun 18,"Warner Bros.

",https://www.boxofficemojo.com/release/rl1532855809/,47000000,Action Drama Fantasy Thriller Western,PG-13,tt1075747
127 Hours,"$10,203,228",916,"$18,335,230",Nov 5,"Fox Searchlight Pictures

",https://www.boxofficemojo.com/release/rl658605569/,18000000,Biography Drama,R,tt1542344
The Girl with the Dragon Tattoo,"$10,092,799",202,"$10,095,170",Mar 19,"Music Box Films

",https://www.boxofficemojo.com/release/rl89425409/,13000000,Crime Drama Mystery Thriller,R,tt1132620
Nine,"$9,832,212","1,412","$19,676,965",Dec 18,"The Weinstein Company

",https://www.boxofficemojo.com/release/rl1667728897/,80000000,Drama Musical Romance,PG-13,tt0875034
Did You Hear About the Morgans?,"$9,200,041","2,718","$29,580,087",Dec 18,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl2624357889/,58000000,Comedy Drama Romance,PG-13,tt1314228
Get Low,"$9,110,406",570,"$9,176,933",Jul 30,"Sony Pictures Classics

",https://www.boxofficemojo.com/release/rl4065691137/,7000000,Drama Mystery,PG-13,tt1194263
Fair Game,"$9,048,389",436,"$9,540,691",Nov 5,"Summit Entertainment

",https://www.boxofficemojo.com/release/rl2437973505/,22000000,Biography Drama Thriller,PG-13,tt0977855
The Young Victoria,"$9,031,882",476,"$11,001,272",Dec 18,"Apparition

",https://www.boxofficemojo.com/release/rl4269442561/,35000000,Biography Drama History Romance,PG,tt0962736
MacGruber,"$8,525,600","2,551","$8,525,600",May 21,"Universal Pictures

",https://www.boxofficemojo.com/release/rl1516275201/,10000000,Action Comedy,R,tt1470023
A Single Man,"$7,931,309",354,"$9,176,000",Dec 11,"The Weinstein Company

",https://www.boxofficemojo.com/release/rl2909898241/,7000000,Drama Romance,R,tt1315981
Cyrus,"$7,468,936",454,"$7,468,936",Jun 18,"Fox Searchlight Pictures

",https://www.boxofficemojo.com/release/rl3830285825/,7000000,Comedy Drama Romance,R,tt1336617
The Imaginarium of Doctor Parnassus,"$7,028,622",607,"$7,689,607",Dec 25,"Sony Pictures Classics

",https://www.boxofficemojo.com/release/rl1868269057/,30000000,Adventure Comedy Fantasy Mystery,PG-13,tt1054606
Conviction2010 Re-release,"$6,783,129",672,"$6,783,129",Oct 15,"Fox Searchlight Pictures

",https://www.boxofficemojo.com/release/rl3796141569/,12500000,Biography Crime Drama,R,tt1244754
City Island,"$6,671,036",269,"$6,671,036",Mar 19,"Anchor Bay Films

",https://www.boxofficemojo.com/release/rl3511387649/,6000000,Comedy Drama,PG-13,tt1174730
The Last Station,"$6,617,867",354,"$6,617,867",Jan 15,"Sony Pictures Classics

",https://www.boxofficemojo.com/release/rl2522842625/,18000000,Biography Drama Romance,R,tt0824758
It's Kind of a Funny Story,"$6,363,628",757,"$6,363,628",Oct 8,"Focus Features

",https://www.boxofficemojo.com/release/rl2774173185/,8000000,Comedy Drama Romance,PG-13,tt0804497
Winter's Bone,"$6,243,745",141,"$6,531,503",Jun 11,"Roadside Attractions

",https://www.boxofficemojo.com/release/rl2222687745/,2000000,Drama Mystery,R,tt1399683
The Warrior's Way,"$5,559,395","1,622","$5,666,340",Dec 3,"Relativity Media

",https://www.boxofficemojo.com/release/rl444106241/,42000000,Action Fantasy Western,R,tt1032751
Precious,"$4,998,535","1,003","$47,566,524",Nov 6,"Lionsgate

",https://www.boxofficemojo.com/release/rl2875950593/,10000000,Drama,R,tt0929632
An Education,"$4,963,224",763,"$12,574,914",Oct 9,"Sony Pictures Classics

",https://www.boxofficemojo.com/release/rl38897153/,7500000,Drama,PG-13,tt1174732
Solitary Man,"$4,360,548",177,"$4,360,548",May 21,"Anchor Bay Films

",https://www.boxofficemojo.com/release/rl1550878209/,15000000,Comedy Drama Romance,R,tt1294213
Please Give,"$4,033,574",272,"$4,033,574",Apr 30,"Sony Pictures Classics

",https://www.boxofficemojo.com/release/rl812353025/,3000000,Comedy Drama,R,tt0878835
To Save a Life,"$3,777,210",441,"$3,777,210",Jan 22,"The Samuel Goldwyn Company

",https://www.boxofficemojo.com/release/rl209159681/,500000,Drama,PG-13,tt1270286
2012,"$3,763,166","3,444","$166,112,167",Nov 13,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl1833010689/,200000000,Action Adventure Sci-Fi,PG-13,tt1190080
The Runaways,"$3,573,673",244,"$3,573,673",Mar 19,"Apparition

",https://www.boxofficemojo.com/release/rl3312223745/,10000000,Biography Drama Music,R,tt1017451
Inside Job,"$3,409,430",250,"$4,312,735",Oct 8,"Sony Pictures Classics

",https://www.boxofficemojo.com/release/rl3613099521/,2000000,Crime Documentary,PG-13,tt1645089
You Will Meet a Tall Dark Stranger,"$3,225,989",402,"$3,248,246",Sep 22,"Sony Pictures Classics

",https://www.boxofficemojo.com/release/rl1198884353/,22000000,Comedy Drama Romance,R,tt1182350
Chloe,"$3,075,255",350,"$3,075,255",Mar 26,"Sony Pictures Classics

",https://www.boxofficemojo.com/release/rl3142288897/,14000000,Drama Mystery Romance Thriller,R,tt1352824
Old Dogs,"$2,963,487","3,425","$49,492,060",Nov 25,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl1835435521/,35000000,Comedy Family,PG,tt0976238
Letters to God,"$2,848,578",897,"$2,848,578",Apr 9,"Vivendi Entertainment

",https://www.boxofficemojo.com/release/rl1381926401/,3000000,Drama Family,PG,tt1462054
Planet 51,"$2,783,781","3,035","$42,194,060",Nov 20,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl3580397057/,70000000,Adventure Animation Comedy Family Sci-Fi,PG,tt0762125
The Hurt Locker,"$2,705,895",535,"$17,017,811",Jun 26,"Summit Entertainment

",https://www.boxofficemojo.com/release/rl3831006721/,15000000,Drama Thriller War,R,tt0887912
N-Secure,"$2,595,644",486,"$2,595,644",Oct 15,"Freestyle Releasing

",https://www.boxofficemojo.com/release/rl3613885953/,1600000,Crime Drama Thriller,R,tt1289419
Never Let Me Go,"$2,434,652",232,"$2,434,652",Sep 15,"Fox Searchlight Pictures

",https://www.boxofficemojo.com/release/rl3697575425/,15000000,Drama Romance Sci-Fi,R,tt1334260
Fantastic Mr. Fox,"$2,358,363","2,304","$21,002,919",Nov 13,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl3847259649/,40000000,Adventure Animation Comedy Crime Drama Family,PG,tt0432283
Brothers,"$2,321,378","2,088","$28,544,157",Dec 4,"Lionsgate

",https://www.boxofficemojo.com/release/rl1095337473/,26000000,Action Drama Thriller War,R,tt0765010
The White Ribbon,"$2,222,862",106,"$2,222,862",Dec 30,"Sony Pictures Classics

",https://www.boxofficemojo.com/release/rl343639553/,18000000,Drama History Mystery Thriller,R,tt1149362
A Prophet,"$2,087,720",83,"$2,087,720",Feb 26,"Sony Pictures Classics

",https://www.boxofficemojo.com/release/rl543852033/,13000000,Crime Drama,R,tt1235166
Harry Brown,"$1,818,681",67,"$1,818,681",Apr 30,"The Samuel Goldwyn Company

",https://www.boxofficemojo.com/release/rl1112966657/,7300000,Action Crime Drama Thriller,R,tt1289406
Stone,"$1,810,078",125,"$1,810,078",Oct 8,"Overture Films

",https://www.boxofficemojo.com/release/rl846366209/,22000000,Drama Thriller,R,tt1423995
The Road,"$1,798,592",396,"$8,117,000",Nov 25,-,https://www.boxofficemojo.com/release/rl1953269249/,25000000,Drama,R,tt0898367
Flipped,"$1,755,212",442,"$1,755,212",Aug 6,"Warner Bros.

",https://www.boxofficemojo.com/release/rl693274113/,14000000,Comedy Drama Romance,PG,tt0817177
The Joneses,"$1,475,746",217,"$1,475,746",Apr 16,"Roadside Attractions

",https://www.boxofficemojo.com/release/rl1583187457/,10000000,Comedy Drama,R,tt1285309
Micmacs,"$1,262,079",52,"$1,262,079",May 28,"Sony Pictures Classics

",https://www.boxofficemojo.com/release/rl3093464577/,42000000,Action Comedy Crime,R,tt1149361
Mother and Child,"$1,110,509",119,"$1,110,509",May 7,"Sony Pictures Classics

",https://www.boxofficemojo.com/release/rl3009775105/,7000000,Drama Romance,R,tt1121977
I Love You Phillip Morris,"$969,912",100,"$2,037,459",Dec 3,"Roadside Attractions

",https://www.boxofficemojo.com/release/rl1985709569/,13000000,Biography Comedy Crime Drama Romance,R,tt1045772
A Christmas Carol,"$966,812","3,683","$137,855,863",Nov 6,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl2605417985/,200000000,Animation Drama Family Fantasy,PG,tt1067106
Cloudy with a Chance of Meatballs,"$959,578","3,119","$124,870,275",Sep 18,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl4883969/,100000000,Adventure Animation Comedy Family Fantasy Sci-Fi,PG,tt0844471
Where the Wild Things Are,"$931,488","3,735","$77,233,467",Oct 16,"Warner Bros.

",https://www.boxofficemojo.com/release/rl964396545/,100000000,Adventure Drama Family Fantasy,PG,tt0386117
Couples Retreat,"$907,480","3,074","$109,204,945",Oct 9,"Universal Pictures

",https://www.boxofficemojo.com/release/rl223184385/,70000000,Comedy,PG-13,tt1078940
Princess Kaiulani,"$883,887",47,"$883,887",May 14,"Roadside Attractions

",https://www.boxofficemojo.com/release/rl4100687361/,9000000,Drama,PG,tt1185344
Ninja Assassin,"$819,418","2,503","$38,122,883",Nov 25,"Warner Bros.

",https://www.boxofficemojo.com/release/rl1583842817/,40000000,Action Thriller,R,tt1186367
Middle Men,"$754,301",252,"$754,301",Aug 6,"Paramount Vantage

",https://www.boxofficemojo.com/release/rl3194127873/,20000000,Comedy Crime Drama,R,tt1251757
The Secret of Kells,"$676,775",37,"$676,775",Mar 5,"GKIDS

",https://www.boxofficemojo.com/release/rl460228097/,8000000,Adventure Animation Family Fantasy,,tt0485601
The Polar Express2010 IMAX Release,"$660,873",17,"$672,796",Dec 3,"Warner Bros.

",https://www.boxofficemojo.com/release/rl510363137/,165000000,Adventure Animation Comedy Family Fantasy Musical,,tt0338348
The Virginity Hit,"$636,706",700,"$636,706",Sep 24,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl3027863041/,2000000,Comedy Drama,R,tt1695994
Ajami,"$622,403",23,"$622,403",Feb 3,"Kino International

",https://www.boxofficemojo.com/release/rl4282418689/,1000000,Crime Drama,,tt1077262
Agora,"$619,423",17,"$619,423",May 28,"Newmarket Films

",https://www.boxofficemojo.com/release/rl2420147713/,70000000,Adventure Biography Drama History Romance,R,tt1186830
Vincere,"$619,162",36,"$619,162",Mar 19,"IFC Films

",https://www.boxofficemojo.com/release/rl1199146497/,13000000,Biography Drama Romance,,tt1156173
Law Abiding Citizen,"$593,500","2,890","$73,357,727",Oct 16,"Overture Films

",https://www.boxofficemojo.com/release/rl3948905985/,50000000,Action Crime Drama Thriller,R,tt1197624
Ondine,"$550,472",39,"$550,472",Jun 4,"Magnolia Pictures

",https://www.boxofficemojo.com/release/rl1197901313/,12000000,Drama Mystery Romance,PG-13,tt1235796
The City of Your Final Destination,"$493,296",26,"$493,296",Apr 16,"Screen Media Films

",https://www.boxofficemojo.com/release/rl3612050945/,8300000,Drama Romance,PG-13,tt0896923
Armored,"$490,636","1,919","$15,988,876",Dec 4,"Screen Gems

",https://www.boxofficemojo.com/release/rl3024258561/,20000000,Action Crime Thriller,PG-13,tt0913354
The Messenger,"$474,041",50,"$1,109,660",Nov 13,"Oscilloscope

",https://www.boxofficemojo.com/release/rl1969391105/,6500000,Drama Romance War,R,tt0790712
The Men Who Stare at Goats,"$451,258","2,453","$32,428,195",Nov 6,"Overture Films

",https://www.boxofficemojo.com/release/rl140674561/,25000000,Comedy War,R,tt1234548
The Boondock Saints II: All Saints Day,"$433,404",524,"$10,273,188",Oct 30,"Apparition

",https://www.boxofficemojo.com/release/rl3158738433/,8000000,Action Crime Thriller,R,tt1300851
Fish Tank,"$374,675",15,"$374,675",Jan 15,"IFC Films

",https://www.boxofficemojo.com/release/rl3914565121/,3000000,Drama,,tt1232776
Grease2010 Sing-a-long,"$365,802",33,"$365,802",Jul 8,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl2102887937/,6000000,Musical Romance,PG,tt0077631
Me and Orson Welles,"$339,800",134,"$1,190,003",Nov 25,"Freestyle Releasing

",https://www.boxofficemojo.com/release/rl3378742785/,25000000,Comedy Drama,PG-13,tt1175506
Enter the Void,"$336,467",13,"$336,467",Sep 24,"IFC Films

",https://www.boxofficemojo.com/release/rl3629221377/,16000000,Drama Fantasy,,tt1191111
Rabbit Hole,"$323,432",131,"$2,229,058",Dec 17,"Lionsgate

",https://www.boxofficemojo.com/release/rl2657781249/,5000000,Drama,PG-13,tt0935075
Somewhere,"$322,534",83,"$1,785,645",Dec 22,"Focus Features

",https://www.boxofficemojo.com/release/rl3178268161/,7000000,Comedy Drama,R,tt1421051
The Yellow Handkerchief,"$318,623",29,"$318,623",Feb 26,"The Samuel Goldwyn Company

",https://www.boxofficemojo.com/release/rl3044705793/,15500000,Drama Romance,PG-13,tt0954990
Bad Lieutenant: Port of Call New Orleans,"$313,541",96,"$1,702,112",Nov 20,"First Look International

",https://www.boxofficemojo.com/release/rl1413842433/,25000000,Crime Drama,R,tt1095217
Life During Wartime,"$281,447",20,"$281,447",Jul 23,"IFC Films

",https://www.boxofficemojo.com/release/rl2707326465/,4500000,Comedy Drama,R,tt0808526
Monsters,"$237,301",25,"$237,301",Oct 29,"Magnolia Pictures

",https://www.boxofficemojo.com/release/rl1902478849/,500000,Adventure Drama Romance Sci-Fi Thriller,R,tt1470827
The Tempest,"$223,653",21,"$277,943",Dec 10,"Miramax

",https://www.boxofficemojo.com/release/rl3967124993/,20000000,Comedy Drama Fantasy Romance,PG-13,tt1274300
The Killer Inside Me,"$217,277",17,"$217,277",Jun 18,"IFC Films

",https://www.boxofficemojo.com/release/rl1901889025/,13000000,Crime Drama Thriller,R,tt0954947
The Girl on the Train,"$208,023",10,"$208,023",Jan 22,"Strand Releasing

",https://www.boxofficemojo.com/release/rl324306433/,9000000,Drama,,tt1183672
The Nutcracker in 3D,"$195,459",115,"$195,459",Nov 24,"Freestyle Releasing

",https://www.boxofficemojo.com/release/rl3278341633/,90000000,Action Family Fantasy Musical,PG,tt1041804
Iron Man,"$192,025","4,154","$318,604,126",May 2,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl1482327553/,140000000,Action Adventure Sci-Fi,PG-13,tt0371746
Twelve,"$183,920",231,"$183,920",Aug 6,"Hannover House

",https://www.boxofficemojo.com/release/rl326534657/,5000000,Action Crime Drama Thriller,R,tt1407084
Astro Boy,"$173,196","3,020","$19,551,067",Oct 23,"Summit Entertainment

",https://www.boxofficemojo.com/release/rl3947005441/,65000000,Action Animation Comedy Family Sci-Fi,PG,tt0375568
Casino Jack,"$170,358",60,"$1,042,959",Dec 17,"ATO Pictures

",https://www.boxofficemojo.com/release/rl2907211265/,12500000,Biography Comedy Crime Drama,R,tt1194417
Red Riding: The Year of Our Lord 1974,"$151,644",9,"$151,644",Feb 5,"IFC Films

",https://www.boxofficemojo.com/release/rl1550681601/,9000000,Crime Drama Mystery Thriller,,tt1259574
Blue Valentine,"$140,304",450,"$9,706,328",Dec 29,"The Weinstein Company

",https://www.boxofficemojo.com/release/rl138839553/,1000000,Drama Romance,R,tt1120985
